t,addresses_non_zero_count
2020-09-08,31046954
2020-09-09,31096380
2020-09-10,31079651
2020-09-11,31120094
2020-09-12,31107034
2020-09-13,31109984
2020-09-14,31124150
2020-09-15,31221864
2020-09-16,31257276
2020-09-17,31209161
2020-09-18,31255251
2020-09-19,31270899
2020-09-20,31253016
2020-09-21,31280331
2020-09-22,31334598
2020-09-23,31407110
2020-09-24,31477604
2020-09-25,31414215
2020-09-26,31333306
2020-09-27,31340841
2020-09-28,31414046
2020-09-29,31513817
2020-09-30,31494071
2020-10-01,31580322
2020-10-02,31623554
2020-10-03,31557977
2020-10-04,31476205
2020-10-05,31491589
2020-10-06,31553910
2020-10-07,31598394
2020-10-08,31600037
2020-10-09,31638180
2020-10-10,31650820
2020-10-11,31663200
2020-10-12,31685193
2020-10-13,31696248
2020-10-14,31757961
2020-10-15,31797799
2020-10-16,31849948
2020-10-17,31871149
2020-10-18,31908804
2020-10-19,32002130
2020-10-20,32078149
2020-10-21,32121994
2020-10-22,32215262
2020-10-23,32296038
2020-10-24,32172434
2020-10-25,32138533
2020-10-26,32210715
2020-10-27,32320022
2020-10-28,32446516
2020-10-29,32563006
2020-10-30,32642515
2020-10-31,32704549
2020-11-01,32721339
2020-11-02,32784298
2020-11-03,32849437
2020-11-04,32725036
