t,addresses_new_non_zero_count
2013-12-05,112005
2013-12-06,94721
2013-12-07,85366
2013-12-08,58957
2013-12-09,85052
2013-12-10,81951
2013-12-11,83332
2013-12-12,71486
2013-12-13,78043
2013-12-14,72732
2013-12-15,66578
2013-12-16,90226
2013-12-17,84742
2013-12-18,100581
2013-12-19,85309
2013-12-20,76368
2013-12-21,67672
2013-12-22,62103
2013-12-23,78877
2013-12-24,74611
2013-12-25,76569
2013-12-26,64674
2013-12-27,67390
2013-12-28,58176
2013-12-29,55496
2013-12-30,75272
2013-12-31,60337
2014-01-01,48016
2014-01-02,68175
2014-01-03,76350
2014-01-04,59230
2014-01-05,70149
2014-01-06,87273
2014-01-07,73112
2014-01-08,79826
2014-01-09,70522
2014-01-10,64443
2014-01-11,64358
2014-01-12,57124
2014-01-13,69031
2014-01-14,65023
2014-01-15,68130
2014-01-16,60700
2014-01-17,61925
2014-01-18,53054
2014-01-19,54185
2014-01-20,80615
2014-01-21,84639
2014-01-22,77159
2014-01-23,70163
2014-01-24,70463
2014-01-25,59027
2014-01-26,62518
2014-01-27,78093
2014-01-28,81443
2014-01-29,70557
2014-01-30,76730
2014-01-31,78345
2014-02-01,71945
2014-02-02,68471
2014-02-03,80688
2014-02-04,91383
2014-02-05,78714
2014-02-06,84271
2014-02-07,88571
2014-02-08,75628
2014-02-09,60604
2014-02-10,73598
2014-02-11,73589
2014-02-12,70050
2014-02-13,75845
2014-02-14,84043
2014-02-15,77005
2014-02-16,58976
2014-02-17,71751
2014-02-18,79391
2014-02-19,98653
2014-02-20,102475
2014-02-21,104174
2014-02-22,83684
2014-02-23,93648
2014-02-24,113386
2014-02-25,121848
2014-02-26,110755
2014-02-27,95258
2014-02-28,92185
2014-03-01,100240
2014-03-02,80904
2014-03-03,123682
2014-03-04,132657
2014-03-05,115204
2014-03-06,110189
2014-03-07,104229
2014-03-08,100087
2014-03-09,93174
2014-03-10,93153
2014-03-11,96931
2014-03-12,107955
2014-03-13,103206
2014-03-14,82162
2014-03-15,67463
2014-03-16,62114
2014-03-17,84866
2014-03-18,67558
2014-03-19,76434
2014-03-20,79613
2014-03-21,103283
2014-03-22,82150
2014-03-23,69492
2014-03-24,89663
2014-03-25,89779
2014-03-26,91558
2014-03-27,107308
2014-03-28,103276
2014-03-29,73678
2014-03-30,67114
2014-03-31,95377
2014-04-01,101889
2014-04-02,100905
2014-04-03,71015
2014-04-04,104258
2014-04-05,84979
2014-04-06,83275
2014-04-07,88066
2014-04-08,90341
2014-04-09,100712
2014-04-10,102158
2014-04-11,96972
2014-04-12,70788
2014-04-13,75475
2014-04-14,104550
2014-04-15,99409
2014-04-16,91097
2014-04-17,81361
2014-04-18,80282
2014-04-19,74486
2014-04-20,68439
2014-04-21,73183
2014-04-22,103654
2014-04-23,83808
2014-04-24,84316
2014-04-25,98357
2014-04-26,70770
2014-04-27,66194
2014-04-28,90739
2014-04-29,91368
2014-04-30,89772
2014-05-01,84388
2014-05-02,75954
2014-05-03,54719
2014-05-04,54791
2014-05-05,77065
2014-05-06,92853
2014-05-07,90244
2014-05-08,94319
2014-05-09,88165
2014-05-10,72844
2014-05-11,61212
2014-05-12,78045
2014-05-13,74609
2014-05-14,85906
2014-05-15,100867
2014-05-16,72675
2014-05-17,66936
2014-05-18,69342
2014-05-19,84700
2014-05-20,103072
2014-05-21,79396
2014-05-22,85891
2014-05-23,97788
2014-05-24,58617
2014-05-25,81703
2014-05-26,90393
2014-05-27,98683
2014-05-28,106405
2014-05-29,94017
2014-05-30,77438
2014-05-31,74286
2014-06-01,85044
2014-06-02,93730
2014-06-03,105270
2014-06-04,94264
2014-06-05,100158
2014-06-06,91153
2014-06-07,74112
2014-06-08,71411
2014-06-09,86026
2014-06-10,88565
2014-06-11,91509
2014-06-12,90992
2014-06-13,90583
2014-06-14,76762
2014-06-15,68740
2014-06-16,95046
2014-06-17,101211
2014-06-18,90310
2014-06-19,79141
2014-06-20,81162
2014-06-21,79288
2014-06-22,75707
2014-06-23,79048
2014-06-24,93480
2014-06-25,95669
2014-06-26,85616
2014-06-27,91810
2014-06-28,72268
2014-06-29,66918
2014-06-30,95860
2014-07-01,101559
2014-07-02,98023
2014-07-03,83871
2014-07-04,69945
2014-07-05,60530
2014-07-06,77257
2014-07-07,93901
2014-07-08,112459
2014-07-09,99898
2014-07-10,97956
2014-07-11,94788
2014-07-12,70554
2014-07-13,80736
2014-07-14,85035
2014-07-15,100169
2014-07-16,91086
2014-07-17,93817
2014-07-18,90594
2014-07-19,83871
2014-07-20,79814
2014-07-21,81507
2014-07-22,89111
2014-07-23,100433
2014-07-24,93298
2014-07-25,96300
2014-07-26,72383
2014-07-27,69818
2014-07-28,94011
2014-07-29,91105
2014-07-30,103556
2014-07-31,94285
2014-08-01,94450
2014-08-02,74351
2014-08-03,62511
2014-08-04,77445
2014-08-05,112126
2014-08-06,113799
2014-08-07,95131
2014-08-08,97981
2014-08-09,81083
2014-08-10,79824
2014-08-11,108380
2014-08-12,113052
2014-08-13,112749
2014-08-14,105435
2014-08-15,100740
2014-08-16,99012
2014-08-17,81265
2014-08-18,104467
2014-08-19,107722
2014-08-20,108713
2014-08-21,106047
2014-08-22,100294
2014-08-23,81434
2014-08-24,83913
2014-08-25,98319
2014-08-26,106891
2014-08-27,102408
2014-08-28,98484
2014-08-29,89179
2014-08-30,80397
2014-08-31,77917
2014-09-01,91897
2014-09-02,98512
2014-09-03,94118
2014-09-04,101962
2014-09-05,101651
2014-09-06,82372
2014-09-07,91573
2014-09-08,105357
2014-09-09,117326
2014-09-10,106270
2014-09-11,96218
2014-09-12,98837
2014-09-13,84279
2014-09-14,98652
2014-09-15,103157
2014-09-16,124088
2014-09-17,108434
2014-09-18,108086
2014-09-19,94519
2014-09-20,85455
2014-09-21,68842
2014-09-22,105784
2014-09-23,109763
2014-09-24,102029
2014-09-25,109280
2014-09-26,99839
2014-09-27,86034
2014-09-28,87381
2014-09-29,104748
2014-09-30,112563
2014-10-01,118271
2014-10-02,105189
2014-10-03,83334
2014-10-04,72114
2014-10-05,90122
2014-10-06,99474
2014-10-07,111650
2014-10-08,112582
2014-10-09,109178
2014-10-10,110069
2014-10-11,87493
2014-10-12,85100
2014-10-13,112977
2014-10-14,118540
2014-10-15,118828
2014-10-16,110265
2014-10-17,107936
2014-10-18,88789
2014-10-19,85393
2014-10-20,111094
2014-10-21,120450
2014-10-22,113431
2014-10-23,116363
2014-10-24,110395
2014-10-25,94054
2014-10-26,90400
2014-10-27,120102
2014-10-28,115893
2014-10-29,119899
2014-10-30,121618
2014-10-31,115957
2014-11-01,91265
2014-11-02,103698
2014-11-03,119227
2014-11-04,118013
2014-11-05,118689
2014-11-06,123195
2014-11-07,107644
2014-11-08,88562
2014-11-09,97970
2014-11-10,112832
2014-11-11,115349
2014-11-12,135393
2014-11-13,124540
2014-11-14,120232
2014-11-15,96460
2014-11-16,94560
2014-11-17,117301
2014-11-18,118274
2014-11-19,115337
2014-11-20,124453
2014-11-21,111624
2014-11-22,97972
2014-11-23,92763
2014-11-24,106960
2014-11-25,118263
2014-11-26,115711
2014-11-27,117815
2014-11-28,113136
2014-11-29,98859
2014-11-30,107011
2014-12-01,115541
2014-12-02,144270
2014-12-03,130406
2014-12-04,128079
2014-12-05,121473
2014-12-06,99219
2014-12-07,95784
2014-12-08,131024
2014-12-09,126926
2014-12-10,127245
2014-12-11,119440
2014-12-12,120821
2014-12-13,106682
2014-12-14,116471
2014-12-15,131967
2014-12-16,151265
2014-12-17,149159
2014-12-18,133123
2014-12-19,116445
2014-12-20,125232
2014-12-21,109472
2014-12-22,139075
2014-12-23,137218
2014-12-24,108387
2014-12-25,84871
2014-12-26,98421
2014-12-27,103599
2014-12-28,102413
2014-12-29,108203
2014-12-30,113928
2014-12-31,101265
2015-01-01,72699
2015-01-02,103865
2015-01-03,109711
2015-01-04,112151
2015-01-05,127095
2015-01-06,121392
2015-01-07,119633
2015-01-08,131134
2015-01-09,128152
2015-01-10,124208
2015-01-11,111235
2015-01-12,123559
2015-01-13,146362
2015-01-14,156997
2015-01-15,159987
2015-01-16,139288
2015-01-17,134555
2015-01-18,114518
2015-01-19,130802
2015-01-20,130972
2015-01-21,132051
2015-01-22,129544
2015-01-23,116517
2015-01-24,104273
2015-01-25,124436
2015-01-26,140919
2015-01-27,141229
2015-01-28,97735
2015-01-29,111080
2015-01-30,97313
2015-01-31,134072
2015-02-01,110767
2015-02-02,118375
2015-02-03,136256
2015-02-04,131841
2015-02-05,120378
2015-02-06,121249
2015-02-07,105830
2015-02-08,108857
2015-02-09,127117
2015-02-10,123322
2015-02-11,128947
2015-02-12,128291
2015-02-13,166679
2015-02-14,123939
2015-02-15,124984
2015-02-16,133415
2015-02-17,145271
2015-02-18,133676
2015-02-19,116574
2015-02-20,125622
2015-02-21,117828
2015-02-22,111789
2015-02-23,131230
2015-02-24,132659
2015-02-25,133735
2015-02-26,130919
2015-02-27,131092
2015-02-28,110458
2015-03-01,115285
2015-03-02,143921
2015-03-03,148552
2015-03-04,132238
2015-03-05,144723
2015-03-06,125970
2015-03-07,111378
2015-03-08,100841
2015-03-09,130087
2015-03-10,140686
2015-03-11,140458
2015-03-12,133058
2015-03-13,128158
2015-03-14,119985
2015-03-15,101788
2015-03-16,129915
2015-03-17,124775
2015-03-18,120640
2015-03-19,131667
2015-03-20,131976
2015-03-21,112010
2015-03-22,112881
2015-03-23,131830
2015-03-24,121303
2015-03-25,125436
2015-03-26,122877
2015-03-27,126718
2015-03-28,107429
2015-03-29,109199
2015-03-30,138436
2015-03-31,146888
2015-04-01,159906
2015-04-02,150301
2015-04-03,129840
2015-04-04,112223
2015-04-05,104727
2015-04-06,128877
2015-04-07,142875
2015-04-08,145711
2015-04-09,142243
2015-04-10,141715
2015-04-11,123549
2015-04-12,108969
2015-04-13,143355
2015-04-14,137747
2015-04-15,124091
2015-04-16,123370
2015-04-17,121364
2015-04-18,107769
2015-04-19,105314
2015-04-20,129221
2015-04-21,135085
2015-04-22,139053
2015-04-23,137115
2015-04-24,134319
2015-04-25,120037
2015-04-26,113484
2015-04-27,137433
2015-04-28,138624
2015-04-29,145051
2015-04-30,139530
2015-05-01,123632
2015-05-02,120633
2015-05-03,98853
2015-05-04,128101
2015-05-05,145584
2015-05-06,148616
2015-05-07,142856
2015-05-08,141782
2015-05-09,116960
2015-05-10,107359
2015-05-11,142592
2015-05-12,147133
2015-05-13,137015
2015-05-14,133789
2015-05-15,133325
2015-05-16,126350
2015-05-17,105442
2015-05-18,123903
2015-05-19,141091
2015-05-20,139790
2015-05-21,129167
2015-05-22,130866
2015-05-23,106249
2015-05-24,117526
2015-05-25,129085
2015-05-26,140431
2015-05-27,141840
2015-05-28,139761
2015-05-29,159402
2015-05-30,163372
2015-05-31,136818
2015-06-01,170631
2015-06-02,169879
2015-06-03,168780
2015-06-04,156440
2015-06-05,147767
2015-06-06,125102
2015-06-07,107852
2015-06-08,115548
2015-06-09,155624
2015-06-10,192036
2015-06-11,161386
2015-06-12,166810
2015-06-13,129095
2015-06-14,140831
2015-06-15,174360
2015-06-16,156823
2015-06-17,182691
2015-06-18,161908
2015-06-19,167981
2015-06-20,126704
2015-06-21,119415
2015-06-22,143677
2015-06-23,168194
2015-06-24,150210
2015-06-25,117381
2015-06-26,169677
2015-06-27,149291
2015-06-28,124027
2015-06-29,153085
2015-06-30,186677
2015-07-01,171093
2015-07-02,186641
2015-07-03,169804
2015-07-04,135535
2015-07-05,152765
2015-07-06,207881
2015-07-07,208141
2015-07-08,211758
2015-07-09,188760
2015-07-10,189298
2015-07-11,170741
2015-07-12,163128
2015-07-13,163594
2015-07-14,156297
2015-07-15,151087
2015-07-16,147597
2015-07-17,140546
2015-07-18,127382
2015-07-19,116045
2015-07-20,162259
2015-07-21,183610
2015-07-22,173951
2015-07-23,145672
2015-07-24,146905
2015-07-25,124521
2015-07-26,125517
2015-07-27,150434
2015-07-28,154439
2015-07-29,186426
2015-07-30,161339
2015-07-31,171377
2015-08-01,149232
2015-08-02,125714
2015-08-03,148841
2015-08-04,169884
2015-08-05,175285
2015-08-06,164354
2015-08-07,146370
2015-08-08,135445
2015-08-09,108041
2015-08-10,145061
2015-08-11,148776
2015-08-12,156114
2015-08-13,153064
2015-08-14,149215
2015-08-15,133137
2015-08-16,121284
2015-08-17,152258
2015-08-18,162352
2015-08-19,160228
2015-08-20,150948
2015-08-21,163653
2015-08-22,160983
2015-08-23,132213
2015-08-24,161851
2015-08-25,155998
2015-08-26,155265
2015-08-27,157109
2015-08-28,160607
2015-08-29,142995
2015-08-30,127562
2015-08-31,158971
2015-09-01,165984
2015-09-02,176807
2015-09-03,165324
2015-09-04,140105
2015-09-05,160650
2015-09-06,137809
2015-09-07,172497
2015-09-08,184012
2015-09-09,178600
2015-09-10,162582
2015-09-11,186378
2015-09-12,148976
2015-09-13,136864
2015-09-14,165121
2015-09-15,173677
2015-09-16,166784
2015-09-17,172711
2015-09-18,169977
2015-09-19,144080
2015-09-20,163052
2015-09-21,205811
2015-09-22,206390
2015-09-23,162170
2015-09-24,161244
2015-09-25,163639
2015-09-26,140859
2015-09-27,133054
2015-09-28,163833
2015-09-29,178536
2015-09-30,163508
2015-10-01,158251
2015-10-02,164283
2015-10-03,138097
2015-10-04,117637
2015-10-05,135370
2015-10-06,150756
2015-10-07,159347
2015-10-08,178804
2015-10-09,129581
2015-10-10,144590
2015-10-11,114347
2015-10-12,140604
2015-10-13,145358
2015-10-14,165745
2015-10-15,199779
2015-10-16,177353
2015-10-17,170687
2015-10-18,150129
2015-10-19,182572
2015-10-20,189956
2015-10-21,189330
2015-10-22,184776
2015-10-23,182474
2015-10-24,185479
2015-10-25,168272
2015-10-26,164179
2015-10-27,176728
2015-10-28,178014
2015-10-29,182207
2015-10-30,189623
2015-10-31,181241
2015-11-01,169685
2015-11-02,202715
2015-11-03,237515
2015-11-04,265096
2015-11-05,228340
2015-11-06,211531
2015-11-07,192621
2015-11-08,182728
2015-11-09,196682
2015-11-10,198473
2015-11-11,195207
2015-11-12,190213
2015-11-13,188292
2015-11-14,179609
2015-11-15,175518
2015-11-16,194167
2015-11-17,202673
2015-11-18,219712
2015-11-19,191642
2015-11-20,186434
2015-11-21,182139
2015-11-22,161985
2015-11-23,177090
2015-11-24,195301
2015-11-25,188472
2015-11-26,193859
2015-11-27,180545
2015-11-28,192933
2015-11-29,146065
2015-11-30,230417
2015-12-01,219973
2015-12-02,224812
2015-12-03,189606
2015-12-04,201677
2015-12-05,224737
2015-12-06,199844
2015-12-07,220900
2015-12-08,229191
2015-12-09,271309
2015-12-10,293034
2015-12-11,264591
2015-12-12,277607
2015-12-13,223722
2015-12-14,267696
2015-12-15,261672
2015-12-16,254307
2015-12-17,245116
2015-12-18,244758
2015-12-19,252989
2015-12-20,225370
2015-12-21,254723
2015-12-22,248114
2015-12-23,253460
2015-12-24,237056
2015-12-25,195104
2015-12-26,187000
2015-12-27,172001
2015-12-28,201780
2015-12-29,211750
2015-12-30,206470
2015-12-31,182179
2016-01-01,145528
2016-01-02,181390
2016-01-03,172920
2016-01-04,214810
2016-01-05,221131
2016-01-06,205167
2016-01-07,226692
2016-01-08,216202
2016-01-09,221115
2016-01-10,203417
2016-01-11,231149
2016-01-12,236785
2016-01-13,223170
2016-01-14,223873
2016-01-15,220897
2016-01-16,254062
2016-01-17,246802
2016-01-18,252982
2016-01-19,210731
2016-01-20,269194
2016-01-21,272176
2016-01-22,259713
2016-01-23,236432
2016-01-24,236103
2016-01-25,274372
2016-01-26,287517
2016-01-27,279207
2016-01-28,293254
2016-01-29,293274
2016-01-30,249856
2016-01-31,223724
2016-02-01,280629
2016-02-02,322860
2016-02-03,247562
2016-02-04,248311
2016-02-05,272569
2016-02-06,265518
2016-02-07,272588
2016-02-08,261544
2016-02-09,276637
2016-02-10,274343
2016-02-11,279254
2016-02-12,266698
2016-02-13,238371
2016-02-14,226306
2016-02-15,260749
2016-02-16,258485
2016-02-17,290813
2016-02-18,268864
2016-02-19,266272
2016-02-20,256778
2016-02-21,237537
2016-02-22,281800
2016-02-23,281697
2016-02-24,245855
2016-02-25,264518
2016-02-26,243175
2016-02-27,233325
2016-02-28,269344
2016-02-29,279271
2016-03-01,287568
2016-03-02,299552
2016-03-03,237411
2016-03-04,231294
2016-03-05,248257
2016-03-06,179107
2016-03-07,205091
2016-03-08,234811
2016-03-09,220717
2016-03-10,223217
2016-03-11,220422
2016-03-12,196516
2016-03-13,181385
2016-03-14,218784
2016-03-15,228028
2016-03-16,244745
2016-03-17,240987
2016-03-18,234138
2016-03-19,206161
2016-03-20,207820
2016-03-21,223171
2016-03-22,235751
2016-03-23,221312
2016-03-24,215570
2016-03-25,200694
2016-03-26,179322
2016-03-27,175069
2016-03-28,212024
2016-03-29,219340
2016-03-30,225363
2016-03-31,220148
2016-04-01,228033
2016-04-02,204903
2016-04-03,199526
2016-04-04,237721
2016-04-05,235848
2016-04-06,241663
2016-04-07,232527
2016-04-08,225591
2016-04-09,211233
2016-04-10,200421
2016-04-11,230428
2016-04-12,255528
2016-04-13,241141
2016-04-14,240589
2016-04-15,220995
2016-04-16,199902
2016-04-17,211892
2016-04-18,229748
2016-04-19,241409
2016-04-20,236507
2016-04-21,239508
2016-04-22,228679
2016-04-23,201689
2016-04-24,199886
2016-04-25,237672
2016-04-26,265262
2016-04-27,246366
2016-04-28,233167
2016-04-29,248819
2016-04-30,220758
2016-05-01,190714
2016-05-02,215762
2016-05-03,222591
2016-05-04,216958
2016-05-05,214432
2016-05-06,214989
2016-05-07,193044
2016-05-08,183364
2016-05-09,224435
2016-05-10,232138
2016-05-11,224970
2016-05-12,220272
2016-05-13,219933
2016-05-14,201211
2016-05-15,186172
2016-05-16,233618
2016-05-17,228539
2016-05-18,234722
2016-05-19,219019
2016-05-20,205104
2016-05-21,191131
2016-05-22,176868
2016-05-23,220330
2016-05-24,235069
2016-05-25,235385
2016-05-26,223188
2016-05-27,231655
2016-05-28,212858
2016-05-29,187801
2016-05-30,221349
2016-05-31,226702
2016-06-01,241984
2016-06-02,233295
2016-06-03,241706
2016-06-04,200854
2016-06-05,196131
2016-06-06,235941
2016-06-07,246021
2016-06-08,237957
2016-06-09,253173
2016-06-10,243463
2016-06-11,217935
2016-06-12,215516
2016-06-13,260602
2016-06-14,256777
2016-06-15,272736
2016-06-16,277533
2016-06-17,270576
2016-06-18,244420
2016-06-19,222856
2016-06-20,265089
2016-06-21,268803
2016-06-22,249235
2016-06-23,261294
2016-06-24,256534
2016-06-25,221625
2016-06-26,194844
2016-06-27,234512
2016-06-28,248560
2016-06-29,239707
2016-06-30,252446
2016-07-01,231671
2016-07-02,216007
2016-07-03,194232
2016-07-04,233483
2016-07-05,236211
2016-07-06,239340
2016-07-07,242063
2016-07-08,225259
2016-07-09,208128
2016-07-10,183058
2016-07-11,232450
2016-07-12,242724
2016-07-13,232923
2016-07-14,233885
2016-07-15,229791
2016-07-16,206238
2016-07-17,186229
2016-07-18,234079
2016-07-19,228428
2016-07-20,239129
2016-07-21,224952
2016-07-22,229590
2016-07-23,203286
2016-07-24,190716
2016-07-25,241479
2016-07-26,247378
2016-07-27,241495
2016-07-28,240509
2016-07-29,230008
2016-07-30,205072
2016-07-31,198239
2016-08-01,240714
2016-08-02,269215
2016-08-03,258904
2016-08-04,245544
2016-08-05,245330
2016-08-06,213754
2016-08-07,192456
2016-08-08,242012
2016-08-09,250578
2016-08-10,260916
2016-08-11,267853
2016-08-12,247875
2016-08-13,223590
2016-08-14,205806
2016-08-15,217327
2016-08-16,270020
2016-08-17,262011
2016-08-18,262388
2016-08-19,261845
2016-08-20,245108
2016-08-21,210787
2016-08-22,253931
2016-08-23,265732
2016-08-24,262583
2016-08-25,250959
2016-08-26,249721
2016-08-27,228548
2016-08-28,202158
2016-08-29,237689
2016-08-30,278257
2016-08-31,259831
2016-09-01,256918
2016-09-02,248445
2016-09-03,231430
2016-09-04,216702
2016-09-05,262305
2016-09-06,267234
2016-09-07,280223
2016-09-08,271008
2016-09-09,263421
2016-09-10,239328
2016-09-11,233200
2016-09-12,255730
2016-09-13,276579
2016-09-14,271031
2016-09-15,269255
2016-09-16,247559
2016-09-17,259321
2016-09-18,224851
2016-09-19,264848
2016-09-20,286269
2016-09-21,278434
2016-09-22,266957
2016-09-23,267450
2016-09-24,244963
2016-09-25,234241
2016-09-26,282476
2016-09-27,295434
2016-09-28,292516
2016-09-29,300504
2016-09-30,302457
2016-10-01,264387
2016-10-02,234929
2016-10-03,318372
2016-10-04,330224
2016-10-05,321640
2016-10-06,336396
2016-10-07,319944
2016-10-08,300107
2016-10-09,253965
2016-10-10,268563
2016-10-11,313100
2016-10-12,280930
2016-10-13,282805
2016-10-14,296164
2016-10-15,264869
2016-10-16,247348
2016-10-17,294102
2016-10-18,307119
2016-10-19,243043
2016-10-20,337887
2016-10-21,316029
2016-10-22,265262
2016-10-23,236215
2016-10-24,276577
2016-10-25,295379
2016-10-26,284065
2016-10-27,377460
2016-10-28,304569
2016-10-29,278391
2016-10-30,248154
2016-10-31,289722
2016-11-01,298114
2016-11-02,331759
2016-11-03,332604
2016-11-04,311876
2016-11-05,299738
2016-11-06,273215
2016-11-07,336404
2016-11-08,361244
2016-11-09,329762
2016-11-10,335983
2016-11-11,312720
2016-11-12,291754
2016-11-13,275690
2016-11-14,335102
2016-11-15,352221
2016-11-16,337788
2016-11-17,339055
2016-11-18,338878
2016-11-19,311669
2016-11-20,294875
2016-11-21,348004
2016-11-22,350377
2016-11-23,337025
2016-11-24,392810
2016-11-25,366464
2016-11-26,332545
2016-11-27,286572
2016-11-28,368899
2016-11-29,354980
2016-11-30,361323
2016-12-01,295205
2016-12-02,413899
2016-12-03,354964
2016-12-04,304980
2016-12-05,359495
2016-12-06,419096
2016-12-07,395637
2016-12-08,354285
2016-12-09,335791
2016-12-10,315555
2016-12-11,289736
2016-12-12,339618
2016-12-13,359741
2016-12-14,353156
2016-12-15,347436
2016-12-16,345369
2016-12-17,299707
2016-12-18,283345
2016-12-19,347917
2016-12-20,360345
2016-12-21,392318
2016-12-22,386367
2016-12-23,370657
2016-12-24,292724
2016-12-25,231129
2016-12-26,295726
2016-12-27,359644
2016-12-28,372550
2016-12-29,373000
2016-12-30,353172
2016-12-31,305705
2017-01-01,211491
2017-01-02,349124
2017-01-03,361528
2017-01-04,392404
2017-01-05,350209
2017-01-06,398794
2017-01-07,330442
2017-01-08,303855
2017-01-09,327877
2017-01-10,372134
2017-01-11,343599
2017-01-12,340950
2017-01-13,327358
2017-01-14,294689
2017-01-15,278451
2017-01-16,324770
2017-01-17,354003
2017-01-18,353045
2017-01-19,363392
2017-01-20,361173
2017-01-21,323261
2017-01-22,285880
2017-01-23,286339
2017-01-24,365092
2017-01-25,364341
2017-01-26,369137
2017-01-27,326969
2017-01-28,313580
2017-01-29,298979
2017-01-30,306839
2017-01-31,379092
2017-02-01,429820
2017-02-02,314119
2017-02-03,408978
2017-02-04,347848
2017-02-05,354736
2017-02-06,283408
2017-02-07,410354
2017-02-08,361503
2017-02-09,409970
2017-02-10,353009
2017-02-11,312304
2017-02-12,278038
2017-02-13,340394
2017-02-14,367136
2017-02-15,343561
2017-02-16,332493
2017-02-17,378386
2017-02-18,339810
2017-02-19,305485
2017-02-20,333068
2017-02-21,332676
2017-02-22,335170
2017-02-23,388503
2017-02-24,412012
2017-02-25,371259
2017-02-26,305532
2017-02-27,332474
2017-02-28,377342
2017-03-01,368882
2017-03-02,394648
2017-03-03,408163
2017-03-04,326869
2017-03-05,347044
2017-03-06,361518
2017-03-07,405546
2017-03-08,363924
2017-03-09,378981
2017-03-10,380952
2017-03-11,351260
2017-03-12,279055
2017-03-13,340413
2017-03-14,389580
2017-03-15,363457
2017-03-16,416493
2017-03-17,361080
2017-03-18,333570
2017-03-19,338256
2017-03-20,349323
2017-03-21,373031
2017-03-22,402376
2017-03-23,366031
2017-03-24,364111
2017-03-25,328093
2017-03-26,303956
2017-03-27,306941
2017-03-28,386600
2017-03-29,371857
2017-03-30,359505
2017-03-31,344555
2017-04-01,334324
2017-04-02,316650
2017-04-03,371363
2017-04-04,344075
2017-04-05,401807
2017-04-06,381825
2017-04-07,377988
2017-04-08,307950
2017-04-09,317104
2017-04-10,374455
2017-04-11,410402
2017-04-12,382931
2017-04-13,314082
2017-04-14,388295
2017-04-15,344725
2017-04-16,278388
2017-04-17,324681
2017-04-18,391320
2017-04-19,398287
2017-04-20,351714
2017-04-21,424106
2017-04-22,349485
2017-04-23,322533
2017-04-24,304590
2017-04-25,423889
2017-04-26,439689
2017-04-27,388633
2017-04-28,407022
2017-04-29,430547
2017-04-30,351225
2017-05-01,373976
2017-05-02,428686
2017-05-03,392264
2017-05-04,469662
2017-05-05,356111
2017-05-06,473788
2017-05-07,388359
2017-05-08,471403
2017-05-09,442237
2017-05-10,405266
2017-05-11,393881
2017-05-12,415119
2017-05-13,428850
2017-05-14,483476
2017-05-15,422746
2017-05-16,312125
2017-05-17,417037
2017-05-18,388950
2017-05-19,430261
2017-05-20,477995
2017-05-21,433041
2017-05-22,440302
2017-05-23,484078
2017-05-24,446593
2017-05-25,472227
2017-05-26,468771
2017-05-27,446181
2017-05-28,394694
2017-05-29,415287
2017-05-30,457311
2017-05-31,434775
2017-06-01,435580
2017-06-02,370346
2017-06-03,406229
2017-06-04,358810
2017-06-05,405962
2017-06-06,428436
2017-06-07,478624
2017-06-08,427094
2017-06-09,402501
2017-06-10,354570
2017-06-11,315893
2017-06-12,383874
2017-06-13,422991
2017-06-14,404792
2017-06-15,407444
2017-06-16,374282
2017-06-17,329596
2017-06-18,289709
2017-06-19,379004
2017-06-20,401894
2017-06-21,413793
2017-06-22,374728
2017-06-23,352171
2017-06-24,313905
2017-06-25,249825
2017-06-26,355266
2017-06-27,363120
2017-06-28,388319
2017-06-29,332526
2017-06-30,367976
2017-07-01,301032
2017-07-02,267665
2017-07-03,347080
2017-07-04,357584
2017-07-05,325713
2017-07-06,326278
2017-07-07,386031
2017-07-08,306613
2017-07-09,264594
2017-07-10,355420
2017-07-11,368583
2017-07-12,360378
2017-07-13,349856
2017-07-14,322557
2017-07-15,303904
2017-07-16,278624
2017-07-17,333611
2017-07-18,375327
2017-07-19,364699
2017-07-20,336717
2017-07-21,379692
2017-07-22,299657
2017-07-23,250313
2017-07-24,334484
2017-07-25,347154
2017-07-26,336113
2017-07-27,318290
2017-07-28,352217
2017-07-29,292635
2017-07-30,282849
2017-07-31,354755
2017-08-01,214155
2017-08-02,305312
2017-08-03,315088
2017-08-04,334017
2017-08-05,341882
2017-08-06,290112
2017-08-07,370423
2017-08-08,403112
2017-08-09,388911
2017-08-10,387068
2017-08-11,426284
2017-08-12,371402
2017-08-13,375811
2017-08-14,387486
2017-08-15,450247
2017-08-16,401474
2017-08-17,459661
2017-08-18,400630
2017-08-19,367757
2017-08-20,305337
2017-08-21,353523
2017-08-22,300629
2017-08-23,451101
2017-08-24,308952
2017-08-25,318233
2017-08-26,337140
2017-08-27,350199
2017-08-28,338627
2017-08-29,416379
2017-08-30,399861
2017-08-31,413468
2017-09-01,413391
2017-09-02,348395
2017-09-03,287629
2017-09-04,384744
2017-09-05,405938
2017-09-06,410603
2017-09-07,376156
2017-09-08,395720
2017-09-09,312552
2017-09-10,279002
2017-09-11,366567
2017-09-12,377587
2017-09-13,377542
2017-09-14,384536
2017-09-15,421637
2017-09-16,332844
2017-09-17,290977
2017-09-18,333574
2017-09-19,409467
2017-09-20,350206
2017-09-21,370753
2017-09-22,337788
2017-09-23,291029
2017-09-24,266874
2017-09-25,338327
2017-09-26,382221
2017-09-27,376927
2017-09-28,399134
2017-09-29,372380
2017-09-30,316165
2017-10-01,296193
2017-10-02,411589
