t,volumes
2019-03-12,"{'BTC.TOP': 6.52267541901836, 'F2Pool': 53.2689822, 'Poolin': 5.26666488, 'SlushPool': 17.57535957, 'other': 159.069315054687}"
2019-03-13,"{'BTC.TOP': 12.5194297619605, 'F2Pool': 27.10077296, 'Poolin': 9.74546887, 'SlushPool': 19.2392507, 'other': 13.8197393797283}"
2019-03-14,"{'BTC.TOP': 15.6472142154406, 'F2Pool': 26.4153263, 'Poolin': 179.54810579, 'SlushPool': 31.15543938, 'other': 4.379441343960689}"
2019-03-15,"{'BTC.TOP': 7.70853565120473, 'F2Pool': 26.23659688, 'Poolin': 28.66467795, 'SlushPool': 17.32801969, 'other': 60.4161125718403}"
2019-03-16,"{'BTC.TOP': 16.7741921057289, 'F2Pool': 29.07385455, 'Poolin': 6.26600115, 'SlushPool': 27.68003632, 'other': 1.67517250933088}"
2019-03-17,"{'BTC.TOP': 1.93253331547204, 'F2Pool': 27.35104934, 'Poolin': 2.06383264, 'SlushPool': 32.93554069, 'other': 24.7422989859432}"
2019-03-18,"{'BTC.TOP': 17.5402984102942, 'F2Pool': 28.25468782, 'Poolin': 10.21625292, 'SlushPool': 28.31712681, 'other': 33.3581963690152}"
2019-03-19,"{'BTC.TOP': 17.6619495448288, 'F2Pool': 25.75215881, 'Poolin': 13.79198624, 'SlushPool': 31.91522702, 'other': 34.9705924173671}"
2019-03-20,"{'BTC.TOP': 16.4311068580902, 'F2Pool': 24.75829987, 'Poolin': 2.3625848, 'SlushPool': 16.40350293, 'other': 20.8689128257386}"
2019-03-21,"{'BTC.TOP': 15.9575070527648, 'F2Pool': 30.02230431, 'Poolin': 71.62400522, 'SlushPool': 26.24897188, 'other': 13.0634061418188}"
2019-03-22,"{'BTC.TOP': 12.0540179219075, 'F2Pool': 26.78632107, 'Poolin': 70.13074577, 'SlushPool': 13.70585725, 'other': 6.87338186591891}"
2019-03-23,"{'BTC.TOP': 15.5405738704478, 'F2Pool': 27.48295322, 'Poolin': 24.88350025, 'SlushPool': 14.10026835, 'other': 1.331276595752158}"
2019-03-24,"{'BTC.TOP': 16.0253777506625, 'F2Pool': 26.60652214, 'Poolin': 18.51351702, 'SlushPool': 17.0049996, 'other': 9.309779661307621}"
2019-03-25,"{'BTC.TOP': 12.7619718193974, 'F2Pool': 24.86421313, 'Poolin': 225.38873475, 'SlushPool': 13.57588537, 'other': 3.63483159230973}"
2019-03-26,"{'BTC.TOP': 14.6486648824647, 'F2Pool': 24.67381892, 'Poolin': 161.22195878, 'SlushPool': 14.31716124, 'other': 3855.19261598076}"
2019-03-27,"{'BTC.TOP': 12.4892249426502, 'F2Pool': 23.86770635, 'Poolin': 12.18417844, 'SlushPool': 35.88934129, 'other': 15.57980844999703}"
2019-03-28,"{'BTC.TOP': 10.2111523039579, 'F2Pool': 27.09948521, 'Poolin': 23.88931698, 'SlushPool': 9.86272236, 'other': 17.1132779692304}"
2019-03-29,"{'BTC.TOP': 11.2246819202456, 'F2Pool': 24.47258801, 'Poolin': 24.74953336, 'SlushPool': 31.84707395, 'other': 6.72761697677289}"
2019-03-30,"{'BTC.TOP': 5.58461732931286, 'F2Pool': 23.90756896, 'Poolin': 3.07058539, 'SlushPool': 21.97084969, 'other': 20.220457620193}"
2019-03-31,"{'BTC.TOP': 8.2932199544336, 'F2Pool': 25.18870282, 'Poolin': 10.15392412, 'SlushPool': 28.36490526, 'other': 17.1149284027924}"
2019-04-01,"{'BTC.TOP': 12.278029227609, 'F2Pool': 24.01177779, 'Poolin': 8.45076334, 'SlushPool': 30.54375485, 'other': 3.15060417548239}"
2019-04-02,"{'BTC.TOP': 4.8994963696886, 'F2Pool': 21.68171747, 'Poolin': 179.82215301, 'SlushPool': 30.06488758, 'other': 26.0570204500547}"
2019-04-03,"{'BTC.TOP': 10.5193041252474, 'F2Pool': 24.17109348, 'Poolin': 210.76531575, 'SlushPool': 17.9439077, 'other': 34.178061065628505}"
2019-04-04,"{'BTC.TOP': 12.8878740368595, 'F2Pool': 24.88198761, 'Poolin': 103.36839536, 'SlushPool': 16.45401503, 'other': 45.5486583559616}"
2019-04-05,"{'BTC.TOP': 13.0623684336892, 'F2Pool': 26.90203029, 'Poolin': 21.19807559, 'SlushPool': 30.18242642, 'other': 13.4729146160022}"
2019-04-06,"{'BTC.TOP': 21.8620528487537, 'F2Pool': 25.03023561, 'Poolin': 40.48288437, 'SlushPool': 19.86393126, 'other': 29.903009245452}"
2019-04-07,"{'BTC.TOP': 8.58900586173369, 'F2Pool': 27.86324112, 'Poolin': 137.97170876, 'SlushPool': 17.04645393, 'other': 19.5666331428043}"
2019-04-08,"{'BTC.TOP': 12.6071172970968, 'F2Pool': 26.10887956, 'Poolin': 12.38942124, 'SlushPool': 27.56903394, 'other': 671.433500756597}"
2019-04-09,"{'BTC.TOP': 13.7076835900782, 'F2Pool': 31.11290087, 'Poolin': 21.04010095, 'SlushPool': 23.77514063, 'other': 15.3424847502886}"
2019-04-10,"{'BTC.TOP': 13.614179028488, 'F2Pool': 24.85446963, 'Poolin': 13.57459896, 'SlushPool': 17.85838761, 'other': 27.077535570882702}"
2019-04-11,"{'BTC.TOP': 13.4655024340091, 'F2Pool': 27.12364631, 'Poolin': 4.01255716, 'SlushPool': 17.38654778, 'other': 3.68254185755879}"
2019-04-12,"{'BTC.TOP': 13.117807455886, 'F2Pool': 33.27473733, 'Poolin': 2.31143431, 'SlushPool': 16.85520167, 'other': 23.6369807321496}"
2019-04-13,"{'BTC.TOP': 12.7908479030184, 'F2Pool': 25.12512294, 'Poolin': 47.28372043, 'SlushPool': 22.35452526, 'other': 0.782380401770064}"
2019-04-14,"{'BTC.TOP': 13.976299474735, 'F2Pool': 24.54597223, 'Poolin': 1.75825185, 'SlushPool': 8.91135867, 'other': 1.00555858083737}"
2019-04-15,"{'BTC.TOP': 13.8053158373567, 'F2Pool': 25.6334836, 'Poolin': 9.12381854, 'SlushPool': 22.26189707, 'other': 1.168950658176592}"
2019-04-16,"{'BTC.TOP': 11.3236594247879, 'F2Pool': 25.9304582, 'Poolin': 36.97352619, 'SlushPool': 18.22700228, 'other': 13.7740286860265}"
2019-04-17,"{'BTC.TOP': 11.2202620944014, 'F2Pool': 27.4330459, 'Poolin': 1.33268871, 'SlushPool': 30.15921655, 'other': 136.015560012785}"
2019-04-18,"{'BTC.TOP': 14.8019273902415, 'F2Pool': 27.74266919, 'Poolin': 45.46969758, 'SlushPool': 16.14363035, 'other': 17.366453528239603}"
2019-04-19,"{'BTC.TOP': 14.3109427782982, 'F2Pool': 33.05530188, 'Poolin': 3.6566201, 'SlushPool': 33.92122019, 'other': 303.064618155054}"
2019-04-20,"{'BTC.TOP': 8.75849273849166, 'F2Pool': 33.99193518, 'Poolin': 1.32589049, 'SlushPool': 26.2882449, 'other': 29.4083232091373}"
2019-04-21,"{'BTC.TOP': 9.725521997224, 'F2Pool': 36.04395465, 'Poolin': 11.59964841, 'SlushPool': 26.96595731, 'other': 39.6581458828355}"
2019-04-22,"{'BTC.TOP': 11.6595296023721, 'F2Pool': 35.31461512, 'Poolin': 66.0134676, 'SlushPool': 10.81327062, 'other': 35.560638399083004}"
2019-04-23,"{'BTC.TOP': 14.5902316507479, 'F2Pool': 35.1294419, 'Poolin': 2.84440273, 'SlushPool': 4.96712806, 'other': 11.4688046074425}"
2019-04-24,"{'BTC.TOP': 15.540666947591, 'F2Pool': 81.62193771, 'Poolin': 68.1230882, 'SlushPool': 35.33803168, 'other': 570.812274618704}"
2019-04-25,"{'BTC.TOP': 7.5742389187179, 'F2Pool': 38.80720365, 'Poolin': 24.5649614, 'SlushPool': 27.40926797, 'other': 145.715442273126}"
2019-04-26,"{'BTC.TOP': 15.3861901983841, 'F2Pool': 36.77030569, 'Poolin': 7.10085271, 'SlushPool': 15.26668641, 'other': 16.472870253983398}"
2019-04-27,"{'BTC.TOP': 16.2474398704378, 'F2Pool': 42.20667224, 'Poolin': 5.45253099, 'SlushPool': 25.54924968, 'other': 2.40544506771707}"
2019-04-28,"{'BTC.TOP': 17.373915212105, 'F2Pool': 41.32896566, 'Poolin': 6.38264291, 'SlushPool': 20.2489302, 'other': 9.5375193548667}"
2019-04-29,"{'BTC.TOP': 19.339743463605, 'F2Pool': 42.05338021, 'Poolin': 3.4101918, 'SlushPool': 23.29319954, 'other': 206.83182214560802}"
2019-04-30,"{'BTC.TOP': 15.9141258546169, 'F2Pool': 41.72777156, 'Poolin': 108.43175445, 'SlushPool': 12.55606297, 'other': 475.31875149348605}"
2019-05-01,"{'BTC.TOP': 20.9213275003217, 'F2Pool': 41.15548506, 'Poolin': 2.04424381, 'SlushPool': 21.6739646, 'other': 10.5318369087034}"
2019-05-02,"{'BTC.TOP': 20.3425495605114, 'F2Pool': 42.25616933, 'Poolin': 9.52120882, 'SlushPool': 20.39971781, 'other': 4.06485012369009}"
2019-05-03,"{'BTC.TOP': 18.4959593726053, 'DPool': 35, 'F2Pool': 41.66359522, 'Poolin': 7.62965684, 'SlushPool': 24.52886683, 'other': 3.7961238436634996}"
2019-05-04,"{'BTC.TOP': 27.0156347335165, 'F2Pool': 43.36452528, 'Poolin': 56.14169095, 'SlushPool': 10.76224305, 'other': 62.65198338833}"
2019-05-05,"{'BTC.TOP': 21.2497621613051, 'F2Pool': 42.73790813, 'Poolin': 502.59663613, 'SlushPool': 20.23633527, 'other': 7.84695354119214}"
2019-05-06,"{'BTC.TOP': 20.6612792891947, 'F2Pool': 42.76613714, 'HuobiPool': 61.7348803457047, 'Poolin': 33.6165182, 'SlushPool': 24.16533879, 'other': 364.372492364955}"
2019-05-07,"{'BTC.TOP': 17.5614394955421, 'F2Pool': 43.7304673, 'HuobiPool': 1.6659031, 'Poolin': 67.55017998, 'SlushPool': 14.38645834, 'other': 215.270816431909}"
2019-05-08,"{'BTC.TOP': 16.627010621658, 'F2Pool': 47.37125257, 'HuobiPool': 100.505778718764, 'Poolin': 1.38112495, 'SlushPool': 34.98520366, 'other': 107.579173317906}"
2019-05-09,"{'BTC.TOP': 21.9870125308727, 'F2Pool': 47.15553835, 'HuobiPool': 89.09416447355, 'Poolin': 13.7589161, 'SlushPool': 33.23300833, 'other': 101.567028787987}"
2019-05-10,"{'BTC.TOP': 19.6325829046007, 'F2Pool': 43.31074407, 'Poolin': 25.97867602, 'SlushPool': 15.9757979, 'other': 24.0624879303563}"
2019-05-11,"{'BTC.TOP': 20.9944397154018, 'F2Pool': 39.21539263, 'HuobiPool': 15.5178653398223, 'Poolin': 42.05544438, 'SlushPool': 15.3016631, 'other': 114.17393788124501}"
2019-05-12,"{'BTC.TOP': 15.5738633268431, 'F2Pool': 42.70538048, 'HuobiPool': 18.386505822031, 'Poolin': 27.24382324, 'SlushPool': 33.83941206, 'other': 122.174931765485}"
2019-05-13,"{'BTC.TOP': 25.0742319111061, 'F2Pool': 38.28505472, 'HuobiPool': 4.59640494, 'Poolin': 4.70579485, 'SlushPool': 29.38538512, 'other': 6.47107369935536}"
2019-05-14,"{'BTC.TOP': 20.1338855599585, 'F2Pool': 42.74259997, 'Poolin': 30.31473835, 'SlushPool': 31.8137215, 'other': 28.0920859618706}"
2019-05-15,"{'BTC.TOP': 47.095345277217, 'F2Pool': 40.74525073, 'HuobiPool': 39.3964466910655, 'Poolin': 212.6521951, 'SlushPool': 14.64139462, 'other': 44.6414160219077}"
2019-05-16,"{'BTC.TOP': 24.9026530289446, 'F2Pool': 47.67725664, 'Poolin': 110.87839333, 'SlushPool': 21.64448242, 'other': 19.8901062632469}"
2019-05-17,"{'BTC.TOP': 27.4604415340033, 'F2Pool': 45.89819383, 'HuobiPool': 12.18367437, 'Poolin': 318.43686676, 'SlushPool': 22.78681268, 'other': 3.91594903366684}"
2019-05-18,"{'BTC.TOP': 23.0813395870484, 'DPool': 2.13949379, 'F2Pool': 54.42674012, 'HuobiPool': 8.96945781289905, 'Poolin': 2.52261733, 'SlushPool': 17.11968936, 'other': 10.761344704232199}"
2019-05-19,"{'BTC.TOP': 18.1002277178336, 'F2Pool': 45.76456015, 'HuobiPool': 12.7684944923937, 'Poolin': 114.67929795, 'SlushPool': 29.86721158, 'other': 9.853080768876799}"
2019-05-20,"{'BTC.TOP': 17.9343470688764, 'F2Pool': 43.31778174, 'HuobiPool': 13.1011311836304, 'Poolin': 25.52734392, 'SlushPool': 20.40314925, 'other': 16.6877325603448}"
2019-05-21,"{'BTC.TOP': 14.9216820539663, 'F2Pool': 44.44898189, 'HuobiPool': 6.36975140623474, 'Poolin': 10.25803746, 'SlushPool': 23.65649863, 'other': 23.0182136400969}"
2019-05-22,"{'BTC.TOP': 13.7090671887546, 'F2Pool': 45.9261979, 'HuobiPool': 12.323436899749, 'Poolin': 20.84615953, 'SlushPool': 16.29650463, 'other': 24.925414183249}"
2019-05-23,"{'BTC.TOP': 23.9826074141388, 'F2Pool': 47.65448363, 'HuobiPool': 18.0602520076584, 'Poolin': 2.08714337, 'SlushPool': 31.22378527, 'other': 20.044597197621698}"
2019-05-24,"{'BTC.TOP': 24.753020574724, 'F2Pool': 46.39795342, 'HuobiPool': 857.55764127935, 'Poolin': 3.73284812, 'SlushPool': 15.66563071, 'other': 2.18177371622284}"
2019-05-25,"{'BTC.TOP': 23.8667115710835, 'F2Pool': 46.81559327, 'HuobiPool': 26.6852564507541, 'Poolin': 166.41788491, 'SlushPool': 19.58028202, 'other': 2.3312719806381104}"
2019-05-26,"{'BTC.TOP': 24.3007600500416, 'F2Pool': 46.48805251, 'HuobiPool': 2.91779644930728, 'Poolin': 10.41181128, 'SlushPool': 18.52392319, 'other': 0.7554562394697291}"
2019-05-27,"{'BTC.TOP': 23.7396725614736, 'F2Pool': 45.06249498, 'Poolin': 510.06361359, 'SlushPool': 42.88723557, 'other': 9.0692160122059}"
2019-05-28,"{'BTC.TOP': 10.3578983713234, 'F2Pool': 45.45320813, 'Poolin': 20.97680042, 'SlushPool': 26.29030565, 'other': 150.99334130116998}"
2019-05-29,"{'BTC.TOP': 14.0591441227429, 'F2Pool': 316.84240725, 'HuobiPool': 1.33831139, 'Poolin': 916.64570659, 'SlushPool': 26.95552992, 'other': 19.1257425665249}"
2019-05-30,"{'BTC.TOP': 23.9330332593864, 'F2Pool': 44.71321816, 'Poolin': 8.25422676, 'SlushPool': 23.52356942, 'other': 18.2829643347591}"
2019-05-31,"{'BTC.TOP': 45.3142586386785, 'F2Pool': 47.74875474, 'HuobiPool': 7.76618475, 'Poolin': 1.90428203, 'SlushPool': 10.22528553, 'other': 3.89920964514032}"
2019-06-01,"{'BTC.TOP': 21.1174616395386, 'F2Pool': 46.50947171, 'HuobiPool': 11.3876740933899, 'Poolin': 1.53793083, 'SlushPool': 30.56589516, 'other': 0.608525493232536}"
2019-06-02,"{'BTC.TOP': 18.4784897402738, 'F2Pool': 43.27040088, 'HuobiPool': 4.71211194, 'Poolin': 98.95593935, 'SlushPool': 12.55470439, 'other': 6.5355759921617}"
2019-06-03,"{'BTC.TOP': 21.9994117565232, 'F2Pool': 46.14106573, 'Poolin': 67.05177376, 'SlushPool': 31.67496882, 'other': 264.400189799398}"
2019-06-04,"{'BTC.TOP': 8.84329617834402, 'F2Pool': 44.12239168, 'HuobiPool': 12.080915474644, 'Poolin': 38.10020199, 'SlushPool': 27.16560423, 'other': 166.653592860122}"
2019-06-05,"{'BTC.TOP': 20.4137477434092, 'F2Pool': 41.55894262, 'HuobiPool': 657.280929421072, 'Poolin': 11.70024743, 'SlushPool': 26.94337876, 'other': 266.945804879021}"
2019-06-06,"{'BTC.TOP': 13.4060193571459, 'F2Pool': 42.47523157, 'HuobiPool': 102.384019531942, 'Poolin': 9.31521632, 'SlushPool': 14.04647905, 'other': 23.9819080797114}"
2019-06-07,"{'BTC.TOP': 22.1097039117335, 'F2Pool': 41.84733593, 'HuobiPool': 21.0449960240131, 'Poolin': 2.93420944, 'SlushPool': 12.85431597, 'other': 11.84834553270358}"
2019-06-08,"{'BTC.TOP': 13.1240405434565, 'F2Pool': 47.6318546, 'HuobiPool': 17.1647954813599, 'Poolin': 5.35168591, 'SlushPool': 30.33684229, 'other': 6.6621189765533195}"
2019-06-09,"{'BTC.TOP': 17.1685557314406, 'F2Pool': 43.02610535, 'Poolin': 0.89925445, 'SlushPool': 24.21228647, 'other': 4.512283870395399}"
2019-06-10,"{'BTC.TOP': 13.8648583872066, 'F2Pool': 43.41899163, 'HuobiPool': 0.02785002, 'Poolin': 241.74013993, 'SlushPool': 30.83256377, 'other': 9.839535510511201}"
2019-06-11,"{'BTC.TOP': 11.4645805159502, 'F2Pool': 45.23379066, 'Poolin': 14.38897543, 'SlushPool': 17.93504078, 'other': 14.087618594494}"
2019-06-12,"{'BTC.TOP': 22.7699839235649, 'F2Pool': 52.440704, 'HuobiPool': 2.28798006, 'Poolin': 100.66176286, 'SlushPool': 8.19472693, 'other': 27.7975609501038}"
2019-06-13,"{'BTC.TOP': 13.918681429329, 'F2Pool': 46.0460712, 'HuobiPool': 3.17317407213667, 'Poolin': 102.92654235, 'SlushPool': 19.94472105, 'other': 13.3438536390016}"
2019-06-14,"{'BTC.TOP': 23.660867301758, 'F2Pool': 46.78923395, 'HuobiPool': 607.226719013965, 'Poolin': 0.26968453, 'SlushPool': 27.4753298, 'other': 1.105317279713502}"
2019-06-15,"{'BTC.TOP': 21.6458618936785, 'F2Pool': 46.31734305, 'Poolin': 7.58654355, 'SlushPool': 27.1838647, 'other': 6.458809674323191}"
2019-06-16,"{'BTC.TOP': 21.3715576276949, 'F2Pool': 46.5506777, 'HuobiPool': 20.9901587258648, 'Poolin': 9.71723479, 'SlushPool': 21.58411279, 'other': 6.4012911754594795}"
2019-06-17,"{'BTC.TOP': 22.445916303964, 'F2Pool': 53.74823383, 'HuobiPool': 67.4022021781499, 'Poolin': 72.22482759, 'SlushPool': 14.03855961, 'other': 5.84864886246871}"
2019-06-18,"{'BTC.TOP': 18.738246436188, 'F2Pool': 58.01081413, 'Poolin': 21.77587585, 'SlushPool': 16.93416129, 'other': 8.541845094678521}"
2019-06-19,"{'BTC.TOP': 18.412267194014, 'F2Pool': 51.30963655, 'HuobiPool': 292.487148818662, 'Poolin': 29.01388329, 'SlushPool': 33.44096043, 'other': 19.477674167893}"
2019-06-20,"{'BTC.TOP': 18.2563686686913, 'F2Pool': 52.21747798, 'HuobiPool': 182.017469724868, 'Poolin': 4.08860585, 'SlushPool': 13.21221871, 'other': 77.81626507512641}"
2019-06-21,"{'BTC.TOP': 5.55158281620485, 'DPool': 0.53916699, 'F2Pool': 55.70045841, 'Poolin': 22.6347919, 'SlushPool': 7.28598164, 'other': 43.183125781952995}"
2019-06-22,"{'BTC.TOP': 22.1475525474617, 'F2Pool': 55.24933268, 'HuobiPool': 4.37767728, 'Poolin': 9.0785119, 'SlushPool': 31.52674192, 'other': 232.789791096514}"
2019-06-23,"{'BTC.TOP': 18.328685099171, 'F2Pool': 56.11742824, 'HuobiPool': 14.9740294478616, 'Poolin': 0.49177158, 'SlushPool': 22.46545556, 'other': 49.3547259663836}"
2019-06-24,"{'BTC.TOP': 47.9033962356491, 'F2Pool': 55.77565609, 'HuobiPool': 7.31196863, 'Poolin': 4.94042068, 'SlushPool': 27.60154086, 'other': 64.4081985731597}"
2019-06-25,"{'BTC.TOP': 60.0756157643646, 'F2Pool': 55.19388821, 'HuobiPool': 16.862469288614, 'Poolin': 5.62652073, 'SlushPool': 25.43654187, 'other': 5.77662825301456}"
2019-06-26,"{'BTC.TOP': 95.4270691762657, 'F2Pool': 57.53778231, 'Poolin': 87.7895827, 'SlushPool': 33.53726136, 'other': 75.02652689157611}"
2019-06-27,"{'BTC.TOP': 56.5315484640378, 'F2Pool': 59.34349614, 'Poolin': 209.06265205, 'SlushPool': 12.18815814, 'other': 908.4326315182079}"
2019-06-28,"{'BTC.TOP': 24.3775800071624, 'F2Pool': 58.25254623, 'HuobiPool': 27.5279448506938, 'Poolin': 52.46191401, 'SlushPool': 19.27757585, 'other': 179.65720932595798}"
2019-06-29,"{'BTC.TOP': 23.8465310012987, 'F2Pool': 56.30282368, 'HuobiPool': 9.85845964493941, 'Poolin': 15.81143145, 'SlushPool': 27.09197758, 'other': 48.9785572922192}"
2019-06-30,"{'BTC.TOP': 45.9858254149947, 'F2Pool': 57.11400253, 'HuobiPool': 0.07963344, 'Poolin': 39.48150917, 'SlushPool': 21.47346931, 'other': 19.239773883604197}"
2019-07-01,"{'BTC.TOP': 24.400097986015, 'F2Pool': 57.31663138, 'HuobiPool': 9.78379720248015, 'Poolin': 137.3687839, 'SlushPool': 20.64332604, 'other': 317.99233510603705}"
2019-07-02,"{'BTC.TOP': 26.0250216349848, 'F2Pool': 54.35807873, 'Poolin': 27.57044856, 'SlushPool': 13.58713878, 'other': 7.77980256084722}"
2019-07-03,"{'BTC.TOP': 66.8679435250281, 'F2Pool': 55.94077904, 'Poolin': 90.10815384, 'SlushPool': 27.40871701, 'other': 121.992090218101}"
2019-07-04,"{'BTC.TOP': 50.3547171072426, 'F2Pool': 58.24045395, 'HuobiPool': 40.803439223456, 'Poolin': 9.52214955, 'SlushPool': 26.00251319, 'other': 278.293348480752}"
2019-07-05,"{'BTC.TOP': 22.1871569138821, 'F2Pool': 59.82049338, 'HuobiPool': 40.1239882986456, 'Poolin': 7.68194946, 'SlushPool': 30.89465448, 'other': 20.3498073705464}"
2019-07-06,"{'BTC.TOP': 22.4425381450094, 'F2Pool': 54.3269036, 'HuobiPool': 9.73848203843599, 'Poolin': 19.40548306, 'SlushPool': 30.77148391, 'other': 11.083847866152}"
2019-07-07,"{'BTC.TOP': 22.8312612367385, 'F2Pool': 58.40742128, 'HuobiPool': 6.89328649472613, 'Poolin': 4.57910301, 'SlushPool': 14.89012357, 'other': 35.117398153285}"
2019-07-08,"{'BTC.TOP': 13.0093647961206, 'F2Pool': 70.02152659, 'HuobiPool': 16.4697100966699, 'Poolin': 9.62598846, 'SlushPool': 30.83105605, 'other': 164.113284318523}"
2019-07-09,"{'BTC.TOP': 45.310910895964, 'F2Pool': 61.12815422, 'Poolin': 19.67773088, 'SlushPool': 24.11265295, 'other': 187.254837740101}"
2019-07-10,"{'BTC.TOP': 2.03449024853543, 'F2Pool': 58.34596699, 'HuobiPool': 80.2290773720866, 'Poolin': 108.98465465, 'SlushPool': 14.72828072, 'other': 51.8964357790368}"
2019-07-11,"{'BTC.TOP': 22.5267637537757, 'F2Pool': 58.97559382, 'Poolin': 4.16943039, 'SlushPool': 22.8648691, 'other': 19.0633961275015}"
2019-07-12,"{'BTC.TOP': 11.0590166854124, 'F2Pool': 61.18076948, 'Poolin': 17.61403753, 'SlushPool': 25.09367149, 'other': 62.1306972154266}"
2019-07-13,"{'BTC.TOP': 21.8485590211943, 'F2Pool': 59.67362416, 'Poolin': 5.32210924, 'SlushPool': 14.54333399, 'other': 14.5283493302793}"
2019-07-14,"{'BTC.TOP': 19.6323263103203, 'F2Pool': 59.48323479, 'Poolin': 3.12178963, 'SlushPool': 14.46790569, 'other': 21.5881155582497}"
2019-07-15,"{'BTC.TOP': 159.102208930455, 'F2Pool': 60.99468142, 'Poolin': 6.59549454, 'SlushPool': 9.69955062, 'other': 100.0460747178769}"
2019-07-16,"{'BTC.TOP': 66.07721552, 'F2Pool': 60.4227279, 'Poolin': 28.48707729, 'SlushPool': 17.97167253, 'other': 5.66052803247057}"
2019-07-17,"{'BTC.TOP': 18.0219060502895, 'F2Pool': 59.14697106, 'Poolin': 106.93266391, 'SlushPool': 18.26715132, 'other': 119.49834865250699}"
2019-07-18,"{'BTC.TOP': 11.9765391965902, 'F2Pool': 60.92170467, 'Poolin': 9.27348328, 'SlushPool': 22.92146558, 'other': 60.559172680273896}"
2019-07-19,"{'BTC.TOP': 21.3567225950973, 'F2Pool': 64.76585746, 'HuobiPool': 61.5027586, 'Poolin': 118.66126684, 'SlushPool': 8.49348536, 'other': 44.756102290827}"
2019-07-20,"{'BTC.TOP': 19.8179118614168, 'F2Pool': 62.66118777, 'Poolin': 103.61698365, 'SlushPool': 16.2101161, 'other': 29.5309563160157}"
2019-07-21,"{'BTC.TOP': 12.6531423913234, 'F2Pool': 60.60925806, 'Poolin': 61.87688159, 'SlushPool': 21.64183529, 'other': 17.0473878417777}"
2019-07-22,"{'BTC.TOP': 42.1769216079718, 'F2Pool': 61.49940453, 'Poolin': 8.205537, 'SlushPool': 18.39745133, 'other': 40.053878524237994}"
2019-07-23,"{'BTC.TOP': 18.9055071241142, 'F2Pool': 61.67550723, 'Poolin': 10.99228511, 'SlushPool': 14.42138568, 'other': 153.421156170492}"
2019-07-24,"{'BTC.TOP': 17.4314573997031, 'F2Pool': 89.18274252, 'HuobiPool': 95.92669293, 'Poolin': 24.85112366, 'SlushPool': 25.48786502, 'other': 27.327135057364902}"
2019-07-25,"{'BTC.TOP': 19.0237378799729, 'F2Pool': 74.30290426, 'Poolin': 6.52983579, 'SlushPool': 19.09015029, 'other': 21.7187925524693}"
2019-07-26,"{'BTC.TOP': 15.0857751830104, 'F2Pool': 71.22066154, 'Poolin': 10.95472988, 'SlushPool': 20.6293231, 'other': 16.569420106889297}"
2019-07-27,"{'BTC.TOP': 19.7308856882332, 'F2Pool': 71.56660129, 'Poolin': 6.29994875, 'SlushPool': 17.57599733, 'other': 3.67869704670369}"
2019-07-28,"{'BTC.TOP': 20.1489053843588, 'F2Pool': 71.30212185, 'Poolin': 1.57393637, 'SlushPool': 18.45755229, 'other': 3.38322900001964}"
2019-07-29,"{'BTC.TOP': 20.0097790269956, 'F2Pool': 71.06883202, 'Poolin': 4.2780628, 'SlushPool': 15.89336243, 'other': 13.3364085841623}"
2019-07-30,"{'BTC.TOP': 13.9479661134649, 'F2Pool': 71.8166123, 'HuobiPool': 0.169447918535954, 'Poolin': 4.37987866, 'SlushPool': 25.63136756, 'other': 24.0338068090478}"
2019-07-31,"{'BTC.TOP': 10.6537850185385, 'F2Pool': 73.50726768, 'HuobiPool': 178.79996493285, 'Poolin': 13.18772924, 'SlushPool': 22.26745861, 'other': 82.1825751995532}"
2019-08-01,"{'BTC.TOP': 13.1679048221242, 'F2Pool': 75.95778316, 'HuobiPool': 879.007152332138, 'Poolin': 61.71710611, 'SlushPool': 13.05362972, 'other': 47.916772375796306}"
2019-08-02,"{'BTC.TOP': 1.89271205, 'F2Pool': 71.9507796, 'HuobiPool': 1600.26598087693, 'Poolin': 37.52970527, 'SlushPool': 36.13268743, 'other': 110.758497216522}"
2019-08-03,"{'BTC.TOP': 17.1174071746698, 'F2Pool': 120.96128381, 'HuobiPool': 90.924993753707, 'Poolin': 1.79380139, 'SlushPool': 21.43852649, 'other': 65.6312720217778}"
2019-08-04,"{'BTC.TOP': 15.3540782611083, 'F2Pool': 70.32108764, 'HuobiPool': 71.7364757805951, 'Poolin': 109.50785753, 'SlushPool': 15.06924917, 'other': 48.8171656743807}"
2019-08-05,"{'BTC.TOP': 8.24068806890067, 'F2Pool': 71.95159724, 'HuobiPool': 42.7728920552207, 'Poolin': 16.98093222, 'SlushPool': 29.91693628, 'other': 39.0550822151738}"
2019-08-06,"{'BTC.TOP': 24.0025822305838, 'F2Pool': 65.91312612, 'HuobiPool': 42.8994023001169, 'Poolin': 164.39411547, 'SlushPool': 15.3215764, 'other': 13.264019697351}"
2019-08-07,"{'BTC.TOP': 20.6248305618638, 'Bixin': 3.15078191511066, 'F2Pool': 66.65241997, 'HuobiPool': 70.2897637027528, 'Poolin': 15.8607755, 'SlushPool': 8.84887906, 'other': 18.8809682685528}"
2019-08-08,"{'BTC.TOP': 23.4543055829056, 'F2Pool': 67.32827321, 'HuobiPool': 103.314220957876, 'Poolin': 3.62148594, 'SlushPool': 12.59714517, 'other': 96.1598867319457}"
